consumer	file_id	filename	start	end	text
CarrieS	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1.MOV	29.47	36.41	It lights up the mural, and that way it leaves the ground clear so nobody trips over it.
CarrieS	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1.MOV	36.41	43.97	I don't have to ruin my turf with the stakes of the lighting, and it's aesthetically pleasing.
CarrieS	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1.MOV	45.47	50.57	I think the way I did it was perfectly worked its purpose.
CarrieS	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1.MOV	51.41	56.09	My other option would be to do, like, floodlights or something that were attached to my house,
CarrieS	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1.MOV	56.67	59.37	and it's across the yard, so that wouldn't work.
CarrieS	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1	CarrieS_Activity9FutureImprovements_2025-06-30_094457_1.MOV	59.37	61.75	So I don't think I would do anything differently.
CarrieS	CarrieS_Q1_2025-06-22_033645_1	CarrieS_Q1_2025-06-22_033645_1.mov	2.35	8.35	I chose to install my wall washers outside on my stucco wall.
CarrieS	CarrieS_Q1_2025-06-22_033645_1	CarrieS_Q1_2025-06-22_033645_1.mov	8.35	23.58	I have wall art that lights it up so you can see it because I don't have any lighting back there
CarrieS	CarrieS_Q1_2025-06-22_033645_1	CarrieS_Q1_2025-06-22_033645_1.mov	23.58	29.74	and I didn't want to put anything into the turf to light it from below.
CarrieS	CarrieS_Q1_2025-06-22_033645_1	CarrieS_Q1_2025-06-22_033645_1.mov	29.74	35.74	So these actually light up all of the wall so you can see it when it's night.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	0.14	7.1	So I think the only challenges that I face, like I described in the last video, was making sure everything was even.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	7.66	11.5	Even looking at this, I can see that this frame is just a tiny bit tilted.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	12.44	23.3	I think it would be a little bit more secure if it wasn't just a single screw here versus a double, which would obviously give it the stability where it couldn't go like this.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	23.96	27.64	So I'm constantly having to fix that. I don't know if our cats are going to hate him or what.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	27.64	35.6	But as for the actual installation, I think making sure everything is absolutely even is the hardest part.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	36.84	42.96	Obviously, I don't know if you're able to tell, but the lights themselves, they go up.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	43.57	47.63	They go up. Obviously not that drastically, because you can hardly tell.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	48.63	52.83	But that's one thing that I noticed, and I thought my leveler was level.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	53.43	57.77	But I guess I had accidentally tweaked it just a little bit.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	58.53	59.89	Which is slightly annoying.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	60.99	63.11	But, you know, it's not the end of the world.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	63.71	67.41	If it was any more noticeable than this, then I probably would have had to redo it.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	67.41	71.15	So that is the most challenging thing, is making sure everything is level.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	71.81	81.51	Especially when, like, the actual screw right there has to be even on all of them.
ChristianL	ChristianL_Activity8PainPoints_2025-07-02_084839_1	ChristianL_Activity8PainPoints_2025-07-02_084839_1.MOV	81.61	83.23	That's when it can make it a little bit tough.
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	0.0	4.3	That's a really good question. I mean, I wish I should be, like, a professional to do it.
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	5.72	11.16	Doing it myself, obviously, that's the fun in it, is doing it and having that, like, completion,
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	11.9	17.4	feeling of completion. I don't know what tools will make it easier. Again, I think I'm
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	17.4	23.02	overcomplicating things when I'm, like, measuring out each one from here to here, and then dividing
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	23.02	27.46	in half, and that's where the placement needs to go, and then, like, making sure the space
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	27.46	33.56	in between each one is even. I don't even remember how I did that. It just scares me to
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	33.56	39.08	think about now, so I think some sort of tool to figure out even spacing. I even googled it,
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	39.14	43.2	and it didn't make sense. It was said to measure the two, or measure, like, the whole space,
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	43.9	50.74	divide in half, and then it was just kind of a mess. That's probably the main thing that I
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	50.74	56.78	would personally want to make it a little bit easier to do the actual installing of the lights,
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1	ChristianL_Activity9FutureImprovements_2025-07-02_084957_1.MOV	57.46	58.32	or of the frames.
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	0.0	4.88	include that the must-haves are leveler i think it would be borderline impossible whether you use
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	4.88	10.16	the one on your phone or like a laser leveler um i think it'd be borderline impossible unless you
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	10.16	16.64	want them to be crooked which maybe that's art i don't know um obviously screwdriver you don't
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	16.64	22.24	need a brushless drill or you don't need a drill but um i do think it's um you know nice to have
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	23.04	27.2	especially you know when you're already stressed but when you're already kind of like
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	27.2	30.96	making sure everything's perfect you want you want the screw to go in right that's why
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	30.96	35.68	a drill is nice to have but a screwdriver will work perfectly fine just need a little
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	35.68	39.92	bit more torque in it um the last thing is a pencil you need something to mark
ChristianL	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1	ChristianL_Activity9FutureImprovements_2025-07-02_085108_1.MOV	39.92	45.52	you can't go off memory you have to have like a little something to be able to mark
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	0.11	7.87	So these are the photo lights that we have we wanted a space to fill this very big wall that we have
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	8.87	10.87	Just to make it feel a little bit more homey
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	11.03	17.53	This adds a very warm tone to it and these specifically are not paintings, but they are pictures of our engagement
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	18.35	22.75	That my wife and I currently live at their battery-powered
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	23.73	27.39	So basically it's just four double-a batteries inside each one
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	27.39	32.55	So 16 total and that is pretty much the space
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	34.37	39.75	We chose to do it in this space because again, this is the living room we want to make sure it is
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	41.11	46.59	You know homey enough and it's well lit at night, especially when these are closed
ChristianL	ChristianL_Q1_2025-06-17_065739_1	ChristianL_Q1_2025-06-17_065739_1.mp4	47.15	51.93	It has a very warm feel with this and the candles on up there
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	0.66	5.9	Some of the challenges I encountered with installing both these lights is honestly I
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	5.9	9.4	didn't really know what I was doing. I hadn't done this before but I wanted to
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	9.4	15.92	help design this room since we had just bought the house less than two years ago now. So I did
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	15.92	23.36	have some assistance with how to actually use drywall screws and anchors and now I feel pretty
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	23.36	28.98	comfortable that I could do it again by myself without my husband's help. But you know locating
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	28.98	35.72	the spot, putting you can see the screws right there, the cord running down. So I just needed
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	35.72	43.54	some overall help on how to do it. So I was able to choose the location and then we went to the
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	43.54	50.8	store together to talk to the associate about the size of the anchor and screws that we needed to
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	50.8	56.08	hold the weight of the light. And kind of same with the one that went into the stud. So I used
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	56.08	58.78	a stud finder before. That part's not the hard part.
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	58.98	63.8	It's actually the installation. So I just needed a little bit of help with the electrical box
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	63.8	72.17	behind here and just kind of getting it all installed. It wasn't that difficult once I
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	72.17	78.32	had a little bit of help but definitely for the first time needed a little bit of instruction
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	78.32	82.9	on how to do it. And then once we get them hardwired we won't have to worry about that
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	82.9	87.68	anymore. We'll just have to probably remove the electrical box. I'm not totally sure how
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	87.68	89.28	hardwiring works.
DianaL	DianaL_Activity8PainPoints_2025-07-02_104321_1	DianaL_Activity8PainPoints_2025-07-02_104321_1.mov	89.3	91.3	So I'm just going to go ahead and start the installation and see how it works.
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	0.75	9.11	as far as future opportunities or things I would have done differently honestly I probably would
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	9.11	14.93	have just hardwired them to begin with when we had the electrician here fixing other things in
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	14.93	20.63	the house when we just moved in we thought we have the lighting let's just use it and then
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	20.63	25.43	eventually down the road but it's been almost two years now and we haven't hardwired so I love the
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	25.43	33.29	way it looks um both of the pieces you see it over there but hardwiring would just make more sense
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	33.29	39.69	um the floor lights the only thing I would change like I said before in a the other video was I do
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	39.69	45.97	like the um step one so you could step on it and turn on the light I eventually may just buy one of
DianaL	DianaL_Activity9FutureImprovements_2025-07-02_105111_1	DianaL_Activity9FutureImprovements_2025-07-02_105111_1.mov	45.97	53.07	those um and make that easier um the process itself wasn't too difficult once I figured out
